,customer_id,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,country,state,city,zip_code,total_population,latitude,longitude,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,Unnamed: 0.1,Unnamed: 0,gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,satisfaction_score,cltv,customer_status,churn_score,churn_label,churn_value,churn_category,churn_reason
1975,2858-MOFSQ,One Year,Yes,Mailed check,55.85,24.31,937.5,0.0,0,413.27,1350.77,Yes,Yes,No,No,Yes,No,No,No,No,DSL,United States,California,Rio Oso,95674,947,38.954144,-121.482536,17,Yes,21,Yes,,No,0,1975,1975,Female,50,No,No,No,No,0,No,2,5472,Churned,76,Yes,1,Price,Price too high
1976,2860-RANUS,Month-to-Month,Yes,Credit card (automatic),85.8,29.29,1727.5,0.0,0,585.8,2313.3,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,United States,California,Mc Kittrick,93251,302,35.38381,-119.730885,20,Yes,15,Yes,Offer D,No,0,1976,1976,Female,67,No,Yes,No,No,0,No,1,3336,Churned,75,Yes,1,Price,Price too high
1977,2862-JVEOY,One Year,No,Mailed check,19.15,10.54,124.4,0.0,0,63.24,187.64,Yes,No,No,No,No,No,No,No,No,,United States,California,Loma Mar,94021,148,37.266388,-122.26308,6,No,0,No,,No,0,1977,1977,Male,33,No,No,No,No,0,No,5,5322,Stayed,41,No,0,Not Applicable,
1978,2862-PFNIK,Month-to-Month,Yes,Electronic check,24.7,0.0,24.7,0.0,0,0.0,24.7,No,Yes,No,No,No,No,No,No,No,Cable,United States,California,San Leandro,94578,36568,37.704384,-122.126703,1,No,21,No,,No,0,1978,1978,Male,47,No,No,No,Yes,3,No,4,3518,Joined,29,No,0,Not Applicable,
1979,2863-IMQDR,Two Year,No,Electronic check,89.65,23.45,5308.7,0.0,0,1430.45,6739.15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,United States,California,San Diego,92130,28201,32.957195,-117.202542,61,Yes,8,Yes,,No,0,1979,1979,Female,52,No,No,No,No,0,No,3,6149,Stayed,48,No,0,Not Applicable,
1980,2865-TCHJW,Month-to-Month,Yes,Electronic check,89.2,48.35,346.2,0.0,0,193.4,539.6,Yes,Yes,No,No,Yes,No,Yes,No,No,Cable,United States,California,Anaheim,92807,36301,33.848733,-117.788357,4,Yes,24,Yes,,No,0,1980,1980,Female,74,No,Yes,No,No,0,No,1,5808,Churned,74,Yes,1,Competitor,Competitor had better devices
1981,2866-IKBTM,Month-to-Month,No,Mailed check,19.55,40.63,19.55,0.0,0,40.63,60.18,Yes,No,No,No,No,No,No,No,No,,United States,California,Dana Point,92629,27730,33.477923,-117.705314,1,No,0,No,,No,0,1981,1981,Female,57,No,No,No,No,0,No,4,3968,Joined,80,No,0,Not Applicable,
1982,2867-UIMSS,Month-to-Month,No,Electronic check,80.5,35.77,80.5,0.0,0,35.77,116.27,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,United States,California,Vernalis,95385,274,37.609095,-121.263381,1,No,69,Yes,,No,0,1982,1982,Male,24,Yes,No,No,No,0,No,1,2734,Churned,85,Yes,1,Dissatisfaction,Product dissatisfaction
1983,2868-LLSKM,One Year,Yes,Bank transfer (automatic),83.65,15.94,5733.4,46.99,0,1083.92,6770.33,Yes,Yes,No,Yes,No,Yes,No,No,No,Fiber Optic,United States,California,Escondido,92027,48690,33.141265,-116.967221,68,Yes,29,Yes,Offer A,Yes,1,1983,1983,Female,50,No,No,Yes,Yes,2,Yes,4,5958,Stayed,43,No,0,Not Applicable,
1984,2868-MZAGQ,Month-to-Month,Yes,Electronic check,79.25,19.98,79.25,0.0,0,19.98,99.23,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,United States,California,Modesto,95354,27135,37.639029,-120.964772,1,No,5,Yes,Offer E,No,0,1984,1984,Male,49,No,No,No,No,0,No,1,5533,Churned,83,Yes,1,Dissatisfaction,Service dissatisfaction
1985,2868-SNELZ,Month-to-Month,No,Mailed check,80.6,5.32,155.8,0.0,0,10.64,166.44,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,United States,California,San Diego,92122,34902,32.85723,-117.209774,2,Yes,20,Yes,,No,0,1985,1985,Female,54,No,No,No,No,0,No,1,2683,Churned,92,Yes,1,Competitor,Competitor made better offer
1986,2869-ADAWR,Month-to-Month,Yes,Credit card (automatic),89.3,14.12,4016.85,44.63,0,635.4,4607.62,Yes,Yes,No,Yes,No,No,Yes,No,No,Fiber Optic,United States,California,Sutter Creek,95685,4610,38.432145,-120.77069,45,Yes,24,Yes,Offer B,No,0,1986,1986,Female,41,No,No,No,No,0,No,2,4880,Churned,90,Yes,1,Dissatisfaction,Poor expertise of online support
1987,2873-ZLIWT,Month-to-Month,Yes,Electronic check,84.85,2.03,3303.05,0.0,0,81.2,3384.25,Yes,Yes,No,No,Yes,Yes,No,No,No,Fiber Optic,United States,California,Temecula,92592,46171,33.507255,-117.029473,40,Yes,19,Yes,Offer B,Yes,1,1987,1987,Female,64,No,No,Yes,No,0,Yes,2,5764,Churned,91,Yes,1,Competitor,Competitor made better offer
1988,2874-YXVVA,Month-to-Month,Yes,Electronic check,105.1,2.82,3634.8,0.0,0,95.88,3730.68,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,United States,California,Herlong,96113,946,40.198234,-120.18089,34,No,2,Yes,,No,0,1988,1988,Female,38,No,No,No,No,0,No,5,3941,Stayed,68,No,0,Not Applicable,
1989,2876-GZYZC,Month-to-Month,Yes,Electronic check,85.95,29.21,1215.65,0.0,0,379.73,1595.38,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,United States,California,Cerritos,90703,51556,33.8681,-118.067402,13,Yes,22,Yes,,No,0,1989,1989,Female,49,No,No,No,No,0,No,5,5886,Stayed,58,No,0,Not Applicable,
1990,2876-VBBBL,Month-to-Month,Yes,Mailed check,20.25,10.71,20.25,0.0,0,10.71,30.96,Yes,No,No,No,No,No,No,No,No,,United States,California,Shaver Lake,93664,642,37.223,-119.001021,1,No,0,No,Offer E,No,0,1990,1990,Female,64,No,No,No,No,0,No,2,2783,Churned,85,Yes,1,Attitude,Attitude of support person
1991,2877-VDUER,One Year,No,Mailed check,40.9,0.0,1383.6,0.0,0,0.0,1383.6,No,Yes,No,No,No,Yes,Yes,No,No,DSL,United States,California,Camp Nelson,93208,191,36.057458,-118.591951,35,No,30,Yes,,Yes,6,1991,1991,Female,36,No,No,Yes,Yes,1,Yes,3,5691,Stayed,78,No,0,Not Applicable,
1992,2878-DHMIN,One Year,No,Electronic check,19.9,24.23,666.0,0.0,0,848.05,1514.05,Yes,No,No,No,No,No,No,No,No,,United States,California,Sacramento,95833,31422,38.619049,-121.517552,35,No,0,No,,Yes,7,1992,1992,Male,63,No,No,Yes,Yes,2,Yes,3,2334,Stayed,30,No,0,Not Applicable,
1993,2878-RMWXY,Two Year,Yes,Credit card (automatic),102.65,28.5,7550.3,0.0,0,2052.0,9602.3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Fiber Optic,United States,California,Temecula,92590,3070,33.475493,-117.219551,72,Yes,5,Yes,,Yes,5,1993,1993,Male,75,No,Yes,Yes,No,0,Yes,3,4680,Stayed,66,No,0,Not Applicable,
1994,2880-FPNAE,Two Year,Yes,Electronic check,74.2,7.29,140.1,0.0,0,14.58,154.68,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,United States,California,Van Nuys,91405,51348,34.202494,-118.448048,2,No,14,Yes,Offer E,Yes,1,1994,1994,Male,69,No,Yes,Yes,No,0,Yes,4,3170,Joined,32,No,0,Not Applicable,
1995,2882-DDZPG,Month-to-Month,No,Bank transfer (automatic),19.45,35.81,227.45,0.0,0,429.72,657.17,Yes,No,No,No,No,No,No,No,No,,United States,California,San Carlos,94070,28098,37.497915,-122.267361,12,No,0,No,,No,0,1995,1995,Female,27,Yes,No,No,No,0,No,4,4862,Stayed,76,No,0,Not Applicable,
1996,2882-WDTBA,Two Year,Yes,Bank transfer (automatic),75.75,44.33,5388.15,0.0,0,3058.77,8446.92,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Cable,United States,California,Willows,95988,8812,39.493991,-122.286363,69,No,18,Yes,Offer A,Yes,4,1996,1996,Male,64,No,No,Yes,No,0,Yes,4,5839,Stayed,75,No,0,Not Applicable,
1997,2883-ILGWO,Two Year,Yes,Bank transfer (automatic),104.9,32.12,5913.95,1.69,90,1830.84,7833.1,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Fiber Optic,United States,California,Compton,90222,29825,33.912246,-118.236773,57,Yes,15,No,,No,0,1997,1997,Male,68,No,Yes,No,No,0,No,5,5838,Stayed,75,No,0,Not Applicable,
1998,2884-GBPFB,Month-to-Month,Yes,Electronic check,70.3,10.43,2416.55,0.0,80,365.05,2861.6,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,United States,California,Morro Bay,93442,10909,35.369553,-120.763864,35,No,4,No,Offer C,Yes,4,1998,1998,Female,61,No,No,Yes,No,0,Yes,3,5413,Churned,79,Yes,1,Other,Moved
1999,2885-HIJDH,Two Year,No,Bank transfer (automatic),86.9,26.35,6194.1,0.0,0,1818.15,8012.25,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,United States,California,Tecate,91980,91,32.587557,-116.636816,69,Yes,53,Yes,,Yes,9,1999,1999,Male,47,No,No,Yes,Yes,3,Yes,3,4667,Stayed,49,No,0,Not Applicable,
2000,2886-KEFUM,One Year,Yes,Electronic check,107.5,1.93,6873.75,0.0,60,121.59,7055.34,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,United States,California,Big Bend,96011,265,41.096569,-121.879082,63,Yes,21,No,,Yes,1,2000,2000,Female,50,No,No,Yes,No,0,Yes,3,6144,Churned,96,Yes,1,Attitude,Attitude of support person
2001,2887-JPYLU,Month-to-Month,No,Bank transfer (automatic),45.2,38.94,1841.9,0.0,0,1596.54,3438.44,Yes,Yes,No,No,No,No,No,No,No,DSL,United States,California,Stinson Beach,94970,781,37.921137,-122.657562,41,No,28,Yes,,No,0,2001,2001,Female,58,No,No,No,Yes,3,No,5,4418,Stayed,42,No,0,Not Applicable,
2002,2888-ADFAO,Two Year,Yes,Bank transfer (automatic),21.3,3.95,1041.8,0.0,0,185.65,1227.45,Yes,No,No,No,No,No,No,No,No,,United States,California,Palmdale,93551,34045,34.613476,-118.256358,47,No,0,No,,Yes,5,2002,2002,Female,47,No,No,Yes,Yes,3,Yes,4,2861,Stayed,30,No,0,Not Applicable,
2003,2889-FPWRM,One Year,Yes,Bank transfer (automatic),117.8,34.87,8684.8,0.0,0,2510.64,11195.44,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,United States,California,Mckinleyville,95519,15921,40.965011,-124.015255,72,Yes,8,Yes,,Yes,1,2003,2003,Male,31,No,No,Yes,No,0,Yes,2,4432,Churned,91,Yes,1,Competitor,Competitor offered higher download speeds
2004,2890-WFBHU,One Year,No,Credit card (automatic),79.85,1.94,4786.1,0.0,0,114.46,4900.56,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL,United States,California,Salyer,95563,660,40.89866,-123.539754,59,Yes,73,Yes,Offer B,No,0,2004,2004,Female,26,Yes,No,No,No,0,No,3,6041,Stayed,64,No,0,Not Applicable,
2005,2892-GESUL,Two Year,No,Mailed check,19.35,20.0,309.25,0.0,0,360.0,669.25,Yes,No,No,No,No,No,No,No,No,,United States,California,San Juan Capistrano,92675,34321,33.521447,-117.602555,18,No,0,No,,Yes,5,2005,2005,Female,20,Yes,No,Yes,Yes,3,Yes,5,2269,Stayed,36,No,0,Not Applicable,
2006,2894-QOJRX,Month-to-Month,Yes,Bank transfer (automatic),34.0,0.0,853.0,0.0,0,0.0,853.0,No,Yes,No,No,No,No,Yes,No,No,Cable,United States,California,San Diego,92124,30206,32.827238,-117.089287,25,No,82,Yes,Offer C,Yes,1,2006,2006,Female,19,Yes,No,Yes,No,0,Yes,1,5024,Churned,93,Yes,1,Competitor,Competitor had better devices
2007,2896-TBNBE,One Year,No,Electronic check,80.8,12.97,3132.75,0.0,0,518.8,3651.55,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,United States,California,Guadalupe,93434,5726,34.936,-120.594655,40,No,24,Yes,Offer B,Yes,5,2007,2007,Male,46,No,No,Yes,No,0,Yes,3,3387,Stayed,26,No,0,Not Applicable,
2008,2897-DOVND,Month-to-Month,Yes,Electronic check,69.8,11.19,146.65,0.0,10,22.38,179.03,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,United States,California,Winterhaven,92283,3663,32.852947,-114.850784,2,No,14,No,,No,0,2008,2008,Male,31,No,No,No,No,0,No,3,3527,Joined,26,No,0,Not Applicable,
2009,2898-LSJGD,One Year,Yes,Electronic check,55.95,0.0,1157.05,0.0,10,0.0,1167.05,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Cable,United States,California,Santa Ana,92707,62634,33.714829,-117.872941,21,No,69,No,,Yes,1,2009,2009,Female,30,No,No,Yes,No,0,Yes,1,5531,Churned,74,Yes,1,Attitude,Attitude of service provider
2010,2898-MRKPI,One Year,Yes,Credit card (automatic),101.05,34.62,6770.5,0.0,0,2354.16,9124.66,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,United States,California,Ranchita,92066,339,33.215251,-116.53633,68,Yes,18,Yes,Offer A,Yes,10,2010,2010,Male,36,No,No,Yes,Yes,1,Yes,4,5570,Stayed,32,No,0,Not Applicable,
2011,2900-PHPLN,Two Year,Yes,Credit card (automatic),19.55,15.9,1462.05,0.0,0,1113.0,2575.05,Yes,No,No,No,No,No,No,No,No,,United States,California,Vista,92083,62036,33.17494,-117.242761,70,No,0,No,Offer A,Yes,2,2011,2011,Female,73,No,Yes,Yes,No,0,Yes,3,5209,Stayed,22,No,0,Not Applicable,
2012,2903-YYTBW,Month-to-Month,No,Electronic check,44.55,41.1,44.55,0.0,0,41.1,85.65,Yes,Yes,No,No,No,No,No,No,No,DSL,United States,California,Hemet,92545,25694,33.734933,-117.044145,1,No,18,Yes,,Yes,1,2012,2012,Male,48,No,No,Yes,Yes,2,Yes,4,3408,Joined,48,No,0,Not Applicable,
2013,2904-GGUAZ,Two Year,Yes,Bank transfer (automatic),84.05,16.15,6052.25,0.0,0,1162.8,7215.05,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Fiber Optic,United States,California,Potrero,91963,905,32.619465,-116.593605,72,Yes,52,Yes,Offer A,Yes,8,2013,2013,Female,24,Yes,No,Yes,No,0,Yes,4,5515,Stayed,47,No,0,Not Applicable,
2014,2905-KFQUV,Month-to-Month,Yes,Credit card (automatic),70.4,7.49,154.8,0.0,0,14.98,169.78,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,United States,California,Moss Beach,94038,3064,37.515556,-122.502311,2,No,14,Yes,,Yes,9,2014,2014,Female,61,No,No,Yes,No,0,Yes,3,5748,Joined,39,No,0,Not Applicable,
2015,2907-ILJBN,One Year,No,Mailed check,20.6,1.92,233.9,0.0,0,21.12,255.02,Yes,No,No,No,No,No,No,No,No,,United States,California,Duarte,91010,27414,34.145695,-117.95982,11,No,0,No,,Yes,7,2015,2015,Female,21,Yes,No,Yes,No,0,Yes,3,4047,Stayed,29,No,0,Not Applicable,
2016,2908-WGAXL,Two Year,Yes,Credit card (automatic),24.95,29.06,1468.9,0.0,0,1627.36,3096.26,Yes,No,No,No,No,No,No,No,No,,United States,California,Fullerton,92835,21157,33.902211,-117.914922,56,Yes,0,No,,Yes,9,2016,2016,Female,40,No,No,Yes,Yes,2,Yes,5,5243,Stayed,76,No,0,Not Applicable,
2017,2908-ZTPNF,Month-to-Month,Yes,Bank transfer (automatic),34.85,0.0,1267.2,0.0,0,0.0,1267.2,No,Yes,No,Yes,No,Yes,No,No,No,Cable,United States,California,Pleasanton,94566,36669,37.633361,-121.862395,36,No,2,Yes,Offer C,No,0,2017,2017,Female,41,No,No,No,No,0,No,4,4452,Stayed,50,No,0,Not Applicable,
2018,2911-IJORQ,One Year,Yes,Bank transfer (automatic),90.6,44.52,3358.65,8.96,0,1647.24,4996.93,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,United States,California,Stirling City,95978,28,39.904002,-121.527823,37,Yes,6,Yes,,No,0,2018,2018,Male,42,No,No,No,No,0,No,4,2546,Stayed,26,No,0,Not Applicable,
2019,2911-UREFD,Month-to-Month,No,Electronic check,55.9,0.0,2184.35,0.0,0,0.0,2184.35,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,DSL,United States,California,Santa Monica,90405,26099,34.005439,-118.477507,39,No,13,Yes,,Yes,3,2019,2019,Female,50,No,No,Yes,No,0,Yes,1,5632,Churned,67,Yes,1,Dissatisfaction,Lack of self-service on Website
2020,2911-WDXMV,Month-to-Month,Yes,Credit card (automatic),80.55,41.08,1406.65,0.0,0,739.44,2146.09,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,United States,California,Fontana,92335,82630,34.087558,-117.464096,18,Yes,48,Yes,Offer D,No,0,2020,2020,Male,29,Yes,No,No,Yes,3,No,5,5334,Stayed,37,No,0,Not Applicable,
2021,2916-BQZLN,Month-to-Month,Yes,Electronic check,84.75,11.42,1651.95,49.38,0,216.98,1819.55,Yes,Yes,Yes,No,Yes,No,No,No,No,Fiber Optic,United States,California,Reseda,91335,68018,34.200175,-118.540958,19,Yes,41,Yes,,No,0,2021,2021,Male,29,Yes,No,No,No,0,No,4,5157,Stayed,24,No,0,Not Applicable,
2022,2919-HBCJO,Month-to-Month,Yes,Bank transfer (automatic),76.65,24.09,333.6,0.0,0,96.36,429.96,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,United States,California,Downieville,95936,404,39.578792,-120.780786,4,No,17,Yes,,No,0,2022,2022,Female,36,No,No,No,No,0,No,1,4580,Churned,90,Yes,1,Other,Moved
2023,2920-RNCEZ,Month-to-Month,Yes,Credit card (automatic),69.95,11.45,69.95,0.0,0,11.45,81.4,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,United States,California,Lebec,93243,1247,34.845861,-118.885163,1,No,14,Yes,,Yes,10,2023,2023,Male,46,No,No,Yes,Yes,1,Yes,3,5133,Joined,62,No,0,Not Applicable,
2024,2921-XWDJH,Two Year,Yes,Electronic check,83.45,3.42,3147.15,24.98,0,129.96,3252.13,Yes,Yes,Yes,No,No,No,No,Yes,No,Fiber Optic,United States,California,Glendale,91202,21990,34.167926,-118.267539,38,No,15,Yes,,No,0,2024,2024,Female,76,No,Yes,Yes,No,0,Yes,3,2768,Stayed,49,No,0,Not Applicable,
2025,2923-ARZLG,One Year,Yes,Mailed check,19.7,46.23,197.54,0.0,0,462.3,659.84,Yes,No,No,No,No,No,No,No,No,,United States,California,La Verne,91750,35530,34.144703,-117.770299,0,No,0,No,Offer E,Yes,5,2025,2025,Male,38,No,No,Yes,Yes,2,Yes,5,4890,Stayed,69,No,0,Not Applicable,
2026,2924-KHUVI,One Year,Yes,Electronic check,100.55,46.9,5514.95,0.0,0,2626.4,8141.35,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,United States,California,Orland,95963,13706,39.748037,-122.302169,56,Yes,48,Yes,,Yes,7,2026,2026,Male,28,Yes,No,Yes,No,0,Yes,3,4847,Stayed,61,No,0,Not Applicable,
2027,2925-MXLSX,One Year,Yes,Credit card (automatic),68.95,22.64,2038.7,0.0,0,679.2,2717.9,Yes,Yes,No,Yes,Yes,No,Yes,No,No,DSL,United States,California,Chula Vista,91911,71126,32.607964,-117.059459,30,Yes,18,Yes,Offer C,No,0,2027,2027,Female,37,No,No,No,No,0,No,5,4403,Stayed,30,No,0,Not Applicable,
2028,2925-VDZHY,Two Year,No,Credit card (automatic),88.7,28.63,6501.35,0.0,0,2061.36,8562.71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,United States,California,Sonora,95370,25340,37.982716,-120.343732,72,Yes,19,Yes,Offer A,Yes,1,2028,2028,Male,64,No,No,Yes,Yes,2,Yes,4,4641,Stayed,46,No,0,Not Applicable,
2029,2926-JEJJC,One Year,Yes,Bank transfer (automatic),20.2,5.27,140.95,0.0,0,42.16,183.11,Yes,No,No,No,No,No,No,No,No,,United States,California,Angelus Oaks,92305,301,34.1678,-116.86433,8,No,0,No,,No,0,2029,2029,Female,26,Yes,No,No,No,0,No,4,5066,Stayed,38,No,0,Not Applicable,
2030,2927-CVULT,Two Year,Yes,Bank transfer (automatic),104.05,28.36,5566.4,0.0,0,1503.08,7069.48,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber Optic,United States,California,Ramona,92065,33104,33.044541,-116.833922,53,Yes,17,Yes,Offer B,Yes,1,2030,2030,Female,64,No,No,Yes,Yes,1,Yes,3,4190,Stayed,43,No,0,Not Applicable,
2031,2927-QRRQV,One Year,Yes,Electronic check,94.65,10.13,4312.5,0.0,0,465.98,4778.48,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,United States,California,Scott Bar,96085,88,41.737962,-123.07557,46,Yes,3,Yes,Offer B,Yes,1,2031,2031,Male,44,No,No,Yes,No,0,Yes,4,4120,Stayed,79,No,0,Not Applicable,
2032,2928-HLDBA,Month-to-Month,No,Mailed check,20.7,7.72,112.75,0.0,0,46.32,159.07,Yes,No,No,No,No,No,No,No,No,,United States,California,Cypress,90630,47344,33.818477,-118.038307,6,No,0,No,Offer E,No,0,2032,2032,Female,31,No,No,No,No,0,No,5,5346,Stayed,47,No,0,Not Applicable,
2033,2929-ERCFZ,Month-to-Month,Yes,Electronic check,94.2,38.83,777.3,0.0,0,310.64,1087.94,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,United States,California,Independence,93526,734,36.869584,-118.189241,8,No,76,Yes,Offer E,Yes,1,2033,2033,Female,22,Yes,No,Yes,No,0,Yes,1,2939,Churned,80,Yes,1,Competitor,Competitor had better devices
2034,2929-QNSRW,One Year,Yes,Electronic check,98.25,19.16,5508.35,0.0,150,1072.96,6731.31,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,United States,California,San Diego,92130,28201,32.957195,-117.202542,56,Yes,48,No,,Yes,1,2034,2034,Female,21,Yes,No,Yes,No,0,Yes,1,4886,Churned,90,Yes,1,Competitor,Competitor made better offer
2035,2930-UOTMB,Month-to-Month,No,Credit card (automatic),65.25,31.14,1994.3,0.0,120,965.34,3079.64,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Cable,United States,California,Riverside,92506,42425,33.930931,-117.361788,31,Yes,52,No,Offer C,No,0,2035,2035,Female,29,Yes,No,No,No,0,No,1,4403,Churned,68,Yes,1,Competitor,Competitor offered higher download speeds
2036,2931-FSOHN,Month-to-Month,Yes,Electronic check,59.9,49.9,788.35,0.0,0,648.7,1437.05,Yes,Yes,No,Yes,No,No,Yes,No,No,DSL,United States,California,Napa,94559,26894,38.232389,-122.324944,13,No,30,Yes,,No,0,2036,2036,Male,76,No,Yes,No,No,0,No,5,5254,Stayed,58,No,0,Not Applicable,
2037,2931-SVLTV,Month-to-Month,Yes,Credit card (automatic),110.1,11.5,4469.1,0.0,0,460.0,4929.1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,United States,California,Vallejo,94589,42209,38.161321,-122.271588,40,Yes,22,Yes,Offer B,Yes,6,2037,2037,Male,59,No,No,Yes,Yes,3,Yes,3,2283,Stayed,39,No,0,Not Applicable,
2038,2931-VUVJN,One Year,Yes,Electronic check,94.05,19.14,5483.9,0.0,30,1129.26,6643.16,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Fiber Optic,United States,California,Murrieta,92562,36149,33.548869,-117.334165,59,Yes,13,No,,No,0,2038,2038,Female,71,No,Yes,Yes,No,0,Yes,3,5061,Stayed,30,No,0,Not Applicable,
2039,2931-XIQBR,One Year,No,Mailed check,103.05,47.48,5153.5,0.0,0,2374.0,7527.5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,United States,California,Kelseyville,95451,9902,38.93496,-122.792243,50,No,27,Yes,,Yes,7,2039,2039,Female,41,No,No,Yes,Yes,3,Yes,4,5905,Stayed,72,No,0,Not Applicable,
2040,2933-FILNV,Month-to-Month,Yes,Mailed check,24.4,0.0,36.55,0.0,0,0.0,36.55,No,Yes,No,No,No,No,No,No,No,DSL,United States,California,Carlsbad,92009,43161,33.098018,-117.258203,2,No,52,Yes,,No,0,2040,2040,Female,53,No,No,Yes,Yes,3,Yes,3,2635,Churned,91,Yes,1,Dissatisfaction,Lack of self-service on Website
2041,2933-XEUJM,Two Year,No,Mailed check,79.2,46.83,3593.8,0.0,0,2154.18,5747.98,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,DSL,United States,California,Ballico,95303,809,37.4695,-120.672724,46,Yes,2,Yes,Offer B,No,0,2041,2041,Female,56,No,No,No,No,0,No,4,2007,Stayed,63,No,0,Not Applicable,
2042,2937-FTHUR,Month-to-Month,No,Electronic check,64.8,42.45,1166.7,0.0,0,764.1,1930.8,Yes,Yes,Yes,No,No,No,No,Yes,Yes,DSL,United States,California,Cedar Glen,92321,455,34.255203,-117.175654,18,Yes,28,Yes,Offer D,No,0,2042,2042,Female,45,No,No,No,Yes,3,No,4,2466,Stayed,37,No,0,Not Applicable,
2043,2946-KIQSP,Month-to-Month,Yes,Mailed check,33.45,0.0,1175.85,0.0,30,0.0,1205.85,No,Yes,No,No,Yes,Yes,No,No,No,Cable,United States,California,Fallbrook,92028,42239,33.362575,-117.299644,35,No,12,No,Offer C,No,0,2043,2043,Female,59,No,No,No,No,0,No,5,2553,Stayed,66,No,0,Not Applicable,
2044,2947-DOMLJ,Month-to-Month,No,Mailed check,50.6,11.86,50.6,0.0,0,11.86,62.46,Yes,Yes,Yes,No,No,No,No,No,No,Cable,United States,California,Buena Park,90621,33528,33.874224,-117.993368,1,No,13,Yes,,No,0,2044,2044,Male,47,No,No,No,Yes,2,No,1,3677,Churned,82,Yes,1,Dissatisfaction,Service dissatisfaction
2045,2951-QOQTK,Month-to-Month,No,Credit card (automatic),80.8,42.33,332.45,0.0,0,169.32,501.77,Yes,Yes,No,No,No,Yes,No,No,Yes,Fiber Optic,United States,California,Sacramento,95815,25355,38.608405,-121.449942,4,Yes,76,Yes,,No,0,2045,2045,Male,28,Yes,No,No,No,0,No,2,5436,Churned,72,Yes,1,Competitor,Competitor offered higher download speeds
2046,2952-QAYZF,Month-to-Month,Yes,Electronic check,85.3,36.52,424.15,0.0,0,182.6,606.75,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,United States,California,Sacramento,95828,54880,38.486938,-121.395805,5,Yes,27,Yes,,No,0,2046,2046,Male,30,No,No,No,No,0,No,1,2264,Churned,81,Yes,1,Competitor,Competitor had better devices
2047,2954-PIBKO,Two Year,Yes,Credit card (automatic),64.15,39.88,4254.1,0.0,40,2751.72,7045.82,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Cable,United States,California,Los Angeles,90058,3642,34.001617,-118.222274,69,Yes,17,No,,Yes,7,2047,2047,Female,64,No,No,Yes,No,0,Yes,3,5128,Stayed,62,No,0,Not Applicable,
